ticker,year,Revenues,Net Income
MU,2016,12399000000.0,-551000000.0
MU,2017,40644000000.0,10179000000.0
MU,2018,60782000000.0,28273000000.0
MU,2019,23406000000.0,12671000000.0
MU,2020,21435000000.0,5397000000.0
MU,2021,27705000000.0,11722000000.0
MU,2022,30758000000.0,17374000000.0
MU,2023,15540000000.0,-5833000000.0
SBUX,2014,16447800000.0,4135800000.0
SBUX,2015,19162700000.0,5516700000.0
SBUX,2016,21315900000.0,5636600000.0
SBUX,2017,22386800000.0,5769600000.0
SBUX,2018,24719500000.0,9036300000.0
SBUX,2019,26508600000.0,7193800000.0
SBUX,2020,23518000000.0,1853000000.0
SBUX,2021,29060600000.0,8399600000.0
SBUX,2022,32250300000.0,6565000000.0
SBUX,2023,35975600000.0,8249200000.0
PLD,2014,1760787000.0,1375467000.0
PLD,2015,2197074000.0,1794954000.0
PLD,2016,2533135000.0,2502472000.0
PLD,2017,2618134000.0,3413284000.0
PLD,2018,2804449000.0,3472321000.0
PLD,2019,3330621000.0,3274805000.0
PLD,2020,4438735000.0,3098444000.0
PLD,2021,4759440000.0,6088313000.0
PLD,2022,5973692000.0,6920254000.0
PLD,2023,8023469000.0,6312359000.0
LRCX,2014,5259312000.0,655577000.0
LRCX,2015,5885893000.0,914049000.0
LRCX,2016,8013620000.0,1697763000.0
LRCX,2017,11076998000.0,2380681000.0
LRCX,2018,11076998000.0,2380681000.0
LRCX,2019,10044736000.0,2251753000.0
LRCX,2020,14626150000.0,3908458000.0
LRCX,2021,17227039000.0,4605286000.0
LRCX,2022,17428516000.0,4510931000.0
LRCX,2023,17428516000.0,4510931000.0
